所在文件夹,文件名,文件大小(KB),文件夹总大小(KB),文件夹文件总数
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_231242445.mp4,2310.91,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_231313702.mp4,4279.94,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_231342005.mp4,2250.79,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_231511274.mp4,20422.86,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_231608280.mp4,9590.98,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_231717126.mp4,6869.08,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_231729603.mp4,2579.97,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_231804873.mp4,7160.3,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_231840045.mp4,8198.92,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_231914959.mp4,13886.17,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_231936128.mp4,2372.82,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_231942297.mp4,1843.94,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_231955351.mp4,1199.02,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232049557.mp4,4252.96,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232103000.mp4,1410.69,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232107163.mp4,723.17,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232113451.mp4,1659.35,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232117191.mp4,716.34,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232124975.mp4,1508.93,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232128338.mp4,555.38,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232210620.mp4,14933.59,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232233588.mp4,1507.4,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232244537.mp4,541.65,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232319684.mp4,3799.2,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232434915.mp4,14648.93,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232458747.mp4,5176.13,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232512695.mp4,2609.82,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232528787.mp4,3456.89,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232536929.mp4,1328.58,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232600677.mp4,5382.05,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250902_232705380.mp4,44145.92,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250905_015505666.mp4,507.18,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250905_015550151.mp4,10336.19,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250905_015646203.mp4,7776.72,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250905_015707847.mp4,3204.93,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250905_015716107.mp4,1894.42,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250905_015751938.mp4,12092.91,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250905_015807004.mp4,4698.19,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250905_015837644.mp4,6970.97,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250905_020057918.mp4,1173.62,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250905_020142903.mp4,9469.8,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250905_020149638.mp4,735.83,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250905_020213516.mp4,250.16,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250910_095726861.mp4,9902.71,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250910_095802027.mp4,2382.0,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250910_095920524.mp4,4698.16,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250910_095932873.mp4,574.24,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250910_100009546.mp4,6222.32,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250910_100710927.mp4,144864.92,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20250910_103104362.mp4,190087.81,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251124_120600623.mp4,531.97,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251124_120627901.mp4,3253.23,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251125_075417811.mp4,11473.72,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251125_075445900.mp4,4085.1,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251125_075511009.mp4,1433.23,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251125_075541149.mp4,6110.23,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_005343091.mp4,4704.7,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_005355518.mp4,3699.31,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_005403435.mp4,2123.26,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_005434418.mp4,8278.12,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_005616705.mp4,24716.16,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_005737904.mp4,24735.68,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_005750207.mp4,1500.19,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_005818542.mp4,2721.01,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_005826077.mp4,1537.51,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_005839919.mp4,4385.45,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_005958278.mp4,2088.17,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_010017721.mp4,1913.8,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_010032083.mp4,3831.39,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_010051116.mp4,3693.33,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_010218623.mp4,4325.01,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_010415069.mp4,16737.64,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_010444084.mp4,1183.57,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_010558960.mp4,17145.51,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_010647698.mp4,8327.66,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_010840991.mp4,17245.25,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_010849317.mp4,947.34,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_010902677.mp4,1295.36,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_010950100.mp4,9433.68,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_011005357.mp4,5545.65,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_011224271.mp4,15587.36,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_011410690.mp4,32009.78,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_011429100.mp4,6438.93,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_011512080.mp4,4980.05,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_011625518.mp4,9873.62,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_011655290.mp4,3611.94,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_011759227.mp4,22563.68,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_011809609.mp4,3057.53,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_011819629.mp4,5350.19,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_011910339.mp4,23564.07,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_091713574.mp4,115964.96,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_091725862.mp4,7530.23,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_091747245.mp4,6954.95,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_091800627.mp4,1116.82,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_091839541.mp4,19208.04,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_091856920.mp4,4817.15,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_091934687.mp4,16861.07,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_091944725.mp4,4296.68,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_092114637.mp4,27971.73,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_092410977.mp4,97622.73,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_092429850.mp4,160.12,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_092432650.mp4,162.83,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_092435913.mp4,202.82,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_092439207.mp4,169.74,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_092442396.mp4,163.93,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_092450882.mp4,718.57,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_092455619.mp4,335.08,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_092502489.mp4,533.16,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_092524226.mp4,1274.87,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VIDEO_20251129_092626555.mp4,18984.2,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240427_224649.mp4,53453.63,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240427_225043.mp4,103470.44,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240429_020612.mp4,214652.53,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240429_021738.mp4,199074.75,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240429_043050.mp4,41158.38,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240429_164311.mp4,109483.69,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240429_212626.mp4,679362.7,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240501_061825.mp4,202801.52,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240501_090931.mp4,572405.41,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240502_060226.mp4,84612.84,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240502_061359.mp4,26858.85,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240502_061504.mp4,70525.17,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240503_054401.mp4,76236.33,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240505_082726.mp4,50099.52,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240507_192427.mp4,51403.42,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240508_072959.mp4,76740.33,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240508_073034.mp4,124745.81,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240508_073704.mp4,41597.9,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240508_175638.mp4,622800.6,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240508_180240.mp4,322723.94,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240508_180626.mp4,1106158.81,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240509_015851.mp4,129249.81,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240509_015950.mp4,310298.6,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240509_021059.mp4,100003.67,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240509_082710.mp4,467948.73,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240509_091113.mp4,109645.0,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240509_104340.mp4,120052.0,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240509_115206.mp4,7690.8,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240509_115501.mp4,513798.97,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240509_120110.mp4,544436.21,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240509_120940.mp4,67281.3,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240509_172409.mp4,1515280.42,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240509_191106.mp4,395718.12,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240510_021806.mp4,51738.25,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240510_171410.mp4,122018.02,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240510_171640.mp4,125983.08,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240510_171807.mp4,199658.87,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240510_171948.mp4,123832.38,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240510_172220.mp4,650762.11,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240511_153324.mp4,44756.88,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240511_153439.mp4,16683.74,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240511_153644.mp4,18198.67,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240511_153846.mp4,25508.18,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240511_173437.mp4,183760.97,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240511_175702.mp4,132039.71,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240511_175841.mp4,29790.17,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240511_191816.mp4,31318.93,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240511_201829.mp4,52195.08,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240511_205919.mp4,133587.73,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240511_210126.mp4,160705.33,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240512_071544.mp4,118710.26,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240512_090306.mp4,69449.01,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240512_090437.mp4,197481.67,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240512_090607.mp4,36470.0,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240512_090648.mp4,163901.24,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240512_090822.mp4,537339.22,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240512_091726.mp4,74789.71,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240512_100253.mp4,59952.65,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240512_133048.mp4,55188.65,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240512_133154.mp4,25504.75,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240512_164032.mp4,118060.95,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240512_174304.mp4,221796.08,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240512_174441.mp4,469613.69,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240512_174815.mp4,540964.72,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240512_180851.mp4,237822.21,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240512_181208.mp4,432076.57,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240513_121829.mp4,474091.86,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240513_183838.mp4,55106.08,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240513_190201.mp4,535902.08,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240513_190540.mp4,216855.57,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240513_211008.mp4,156989.39,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_061819.mp4,479900.97,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_062317.mp4,25137.43,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_093341.mp4,314711.11,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_093619.mp4,102941.41,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_093736.mp4,442673.13,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_094045.mp4,273016.39,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_094921.mp4,101807.01,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_095018.mp4,123105.49,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_095144.mp4,30292.42,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_095204.mp4,23393.25,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_133951.mp4,272867.94,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_134154.mp4,25878.0,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_161915.mp4,191611.98,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_162239.mp4,86115.57,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_180308.mp4,556804.7,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_180741.mp4,114172.08,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_180930.mp4,228335.18,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240514_182332.mp4,24089.46,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_082953.mp4,97957.24,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_083052.mp4,98517.2,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_090130.mp4,59560.64,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_090349.mp4,105542.68,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_090510.mp4,25709.56,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_173508.mp4,127394.59,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_174122.mp4,212397.87,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_175601.mp4,25662.25,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_175615.mp4,143953.89,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_175727.mp4,61392.95,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_175757.mp4,255197.75,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_180314.mp4,465082.97,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_181047.mp4,188217.46,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_181517.mp4,316094.52,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_181804.mp4,409376.42,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_182556.mp4,473337.96,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_185131.mp4,223386.38,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_185417.mp4,128630.47,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_185711.mp4,39906.73,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_192609.mp4,76024.6,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_192712.mp4,10268.53,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240515_192838.mp4,176499.25,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240516_102732.mp4,148920.12,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240516_102900.mp4,863844.52,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240516_103636.mp4,483101.01,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240516_104049.mp4,252894.4,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240516_175113.mp4,303710.44,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240516_175329.mp4,91691.59,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240516_183112.mp4,31542.73,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240517_095114.mp4,10925.05,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240517_095253.mp4,32323.52,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240517_175635.mp4,117984.77,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240517_182641.mp4,52133.36,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240517_182805.mp4,509194.0,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240517_202819.mp4,154982.05,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240517_202929.mp4,43296.9,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240517_224104.mp4,413135.97,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240517_224734.mp4,474401.22,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240517_225254.mp4,133393.17,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240517_225358.mp4,113860.36,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240517_225732.mp4,90069.84,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240517_225825.mp4,73884.52,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240517_230618.mp4,71132.94,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240518_154616.mp4,27709.96,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240518_181636.mp4,60688.73,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240518_181715.mp4,47790.42,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240518_181739.mp4,321560.71,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240518_182058.mp4,245670.34,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240518_182304.mp4,56598.24,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240518_182941.mp4,418029.57,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240518_183252.mp4,106832.11,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240518_183352.mp4,156327.58,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240518_184104.mp4,106792.06,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240518_190754.mp4,176658.13,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240518_191123.mp4,94653.94,96319145.69,1657
H:\核心存储\档案馆\木耳 20240425-20251129,VID_20240518_191721.mp4,151129.48,96319145.69,1657
